dates,state,cum_positive_cases,cum_positivity_rate,cum_recovered,cum_deceased,daily_deceased,daily_positive_cases,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,daily_tests,cum_tested,test_per_million,daily_cases_per_million,daily_tests_per_million,daily_tests_ma,daily_deceased_ma
24 July,Jharkhand,7564,3.0386296439130995,3354,76,9,400,7.077140835102618,352.57142857142856,6.10347215352656,5652,248928,6449.923184847531,,,5776.571428571428,4.285714285714286
25 July,Jharkhand,7841,3.0941829675901995,3521,83,7,277,6.178898059335267,350.85714285714283,5.973924888110528,4483,253411,6566.081293367551,,,5873.142857142857,5.0
26 July,Jharkhand,8349,3.2223577361286937,3704,83,,508,8.935795954265611,399.57142857142856,6.439507309773225,5685,259096,6713.384181374759,,,6205.0,5.666666666666667
27 July,Jharkhand,8803,3.3288082012032567,3805,90,7,454,8.48122548103867,432.2857142857143,7.262167610636459,5353,264449,6852.084684365538,,,5952.571428571428,6.166666666666667
28 July,Jharkhand,9563,3.5066168462816223,3984,94,4,760,9.19651500484027,481.14285714285717,7.985205557399592,8264,272713,7066.211521039516,,,6025.428571428572,5.5
29 July,Jharkhand,9894,3.559197651663405,4061,99,5,331,6.27964333143616,458.85714285714283,7.731189524864006,5271,277984,7202.7873385744315,,,5935.142857142857,5.833333333333333
30 July,Jharkhand,10399,3.633752419822628,4176,103,4,505,6.163046131315597,462.14285714285717,7.540441005081348,8194,286178,7415.100419371452,,,6128.857142857143,6.0
31 July,Jharkhand,11314,3.8420788111764628,4343,106,3,915,11.026753434562545,535.7142857142857,8.233072802318434,8298,294476,7630.108223185666,,,6506.857142857143,5.0
01 August,Jharkhand,12104,3.9380146601900683,4513,114,8,790,6.130208737487391,609.0,7.901467971530249,12887,307363,7964.02068013358,,,7707.428571428572,5.166666666666667
02 August,Jharkhand,12559,3.970195870161729,4682,118,4,455,5.07302932322444,601.4285714285714,7.355510517855895,8969,316332,8196.414629568346,,,8176.571428571428,5.0
03 August,Jharkhand,13500,3.975733301920132,4794,125,7,941,4.051145169622869,671.0,6.253411617472807,23228,339560,8798.270651139397,24.382061145959984,601.8560215710505,10730.142857142857,5.0
04 August,Jharkhand,14070,4.067567294099281,5199,129,4,570,8.980620765716086,643.8571428571429,6.157608547148674,6347,345907,8962.726487582975,14.769154998084156,164.4558364435792,10456.285714285714,5.0
05 August,Jharkhand,15048,4.28477464215241,5826,136,7,978,18.487712665406427,736.2857142857143,7.039733380683758,5290,351197,9099.794610284493,25.340760680923342,137.06812270151786,10459.0,5.285714285714286
06 August,Jharkhand,15756,4.3985617294979455,6594,145,9,708,10.098416773641421,765.2857142857143,7.437178953213938,7011,358208,9281.455216760929,18.344845155515056,181.6606064764351,10290.0,6.0
07 August,Jharkhand,16482,4.481763773361214,7491,151,6,726,7.602890355010996,738.2857142857143,7.052305508931374,9549,367757,9528.877429176202,18.81123952387561,247.42221241527298,10468.714285714286,6.428571428571429
08 August,Jharkhand,17468,4.660457348064234,8325,160,9,986,13.973922902494332,766.2857142857143,7.952557449962936,7056,374813,9711.704021573538,25.548047066861365,182.8265923973365,9635.714285714286,6.571428571428571
09 August,Jharkhand,18156,4.773749112612731,8998,177,17,688,12.470545586369404,799.5714285714286,8.745585799556236,5517,380330,9854.653895476047,17.826629190669998,142.94987390250927,9142.57142857143,8.428571428571429
10 August,Jharkhand,18786,4.851956692425307,9748,189,12,630,9.191712868398016,755.1428571428571,11.099445657651604,6854,387184,10032.24650662845,16.32380289261933,177.59261115240142,6803.428571428572,9.142857142857142
11 August,Jharkhand,19469,4.937423126180845,10555,194,5,683,9.577899312859346,771.2857142857143,11.153115187572302,7131,394315,10217.016408893955,17.697075199458734,184.76990226550546,6915.428571428572,9.285714285714286
12 August,Jharkhand,20257,5.038152370719672,12197,202,8,788,10.158566456104165,744.1428571428571,10.23882063882064,7757,402072,10418.006470859109,20.417709014895287,200.99006196515577,7267.857142857143,9.428571428571429
13 August,Jharkhand,20950,5.096988762295421,13013,209,7,693,7.738693467336684,742.0,9.833582612317537,8955,411027,10650.037669118485,17.95618318188126,232.03119825937475,7545.571428571428,9.142857142857142
14 August,Jharkhand,22125,5.0024192490831725,13678,224,15,1175,3.7589174317796474,806.1428571428571,7.571549329791088,31259,442286,11459.983311373067,30.445187934647162,809.9456422545835,10647.0,10.428571428571429
15 August,Jharkhand,22672,5.058591483930851,14181,229,5,547,9.268044730599797,743.4285714285714,7.092333901192505,5902,448188,11612.908842598845,14.173206638512339,152.92553122577664,10482.142857142857,9.857142857142858
16 August,Jharkhand,23224,5.096167560865892,14747,244,15,552,7.333599043443603,724.0,6.722822842740598,7527,455715,11807.939420968283,14.302760629723604,195.03057836943762,10769.285714285714,9.571428571428571
17 August,Jharkhand,24067,5.077715397290563,15348,255,11,843,4.61715412421952,754.4285714285714,6.084872506884513,18258,473973,12281.018775275335,21.8428029182192,473.0793543070535,12398.42857142857,9.428571428571429
18 August,Jharkhand,25333,5.036652066810744,15709,265,10,1266,4.36551724137931,837.7142857142857,5.396749434003939,29000,502973,13032.43192430067,32.80307057469218,751.4131490253342,15522.57142857143,10.142857142857142
19 August,Jharkhand,26300,5.095684555813246,16566,278,13,967,7.35361216730038,863.2857142857143,5.298506808357665,13150,516123,13373.158921186296,25.05574190025856,340.7269968856257,16293.0,10.857142857142858
20 August,Jharkhand,26938,5.1443936459920785,17320,286,8,638,8.489687292082502,855.4285714285714,5.317420145456483,7515,523638,13567.878569976827,16.531089278557353,194.71964879053058,16087.285714285714,11.0
30 January,Chhattisgarh,,,,,,,,,,,,,,,,
31 January,Chhattisgarh,,,,,,,,,,,,,,,,
01 February,Chhattisgarh,,,,,,,,,,,,,,,,
02 February,Chhattisgarh,,,,,,,,,,,,,,,,
03 February,Chhattisgarh,,,,,,,,,,,,,,,,
04 February,Chhattisgarh,,,,,,,,,,,,,,,,
05 February,Chhattisgarh,,,,,,,,,,,,,,,,
06 February,Chhattisgarh,,,,,,,,,,,,,,,,
07 February,Chhattisgarh,,,,,,,,,,,,,,,,
08 February,Chhattisgarh,,,,,,,,,,,,,,,,
09 February,Chhattisgarh,,,,,,,,,,,,,,,,
10 February,Chhattisgarh,,,,,,,,,,,,,,,,
11 February,Chhattisgarh,,,,,,,,,,,,,,,,
12 February,Chhattisgarh,,,,,,,,,,,,,,,,
13 February,Chhattisgarh,,,,,,,,,,,,,,,,
14 February,Chhattisgarh,,,,,,,,,,,,,,,,
15 February,Chhattisgarh,,,,,,,,,,,,,,,,
16 February,Chhattisgarh,,,,,,,,,,,,,,,,
17 February,Chhattisgarh,,,,,,,,,,,,,,,,
18 February,Chhattisgarh,,,,,,,,,,,,,,,,
19 February,Chhattisgarh,,,,,,,,,,,,,,,,
20 February,Chhattisgarh,,,,,,,,,,,,,,,,
21 February,Chhattisgarh,,,,,,,,,,,,,,,,
22 February,Chhattisgarh,,,,,,,,,,,,,,,,
23 February,Chhattisgarh,,,,,,,,,,,,,,,,
24 February,Chhattisgarh,,,,,,,,,,,,,,,,
25 February,Chhattisgarh,,,,,,,,,,,,,,,,
26 February,Chhattisgarh,,,,,,,,,,,,,,,,
27 February,Chhattisgarh,,,,,,,,,,,,,,,,
28 February,Chhattisgarh,,,,,,,,,,,,,,,,
29 February,Chhattisgarh,,,,,,,,,,,,,,,,
01 March,Chhattisgarh,,,,,,,,,,,,,,,,
02 March,Chhattisgarh,,,,,,,,,,,,,,,,
03 March,Chhattisgarh,,,,,,,,,,,,,,,,
04 March,Chhattisgarh,,,,,,,,,,,,,,,,
05 March,Chhattisgarh,,,,,,,,,,,,,,,,
06 March,Chhattisgarh,,,,,,,,,,,,,,,,
07 March,Chhattisgarh,,,,,,,,,,,,,,,,
08 March,Chhattisgarh,,,,,,,,,,,,,,,,
09 March,Chhattisgarh,,,,,,,,,,,,,,,,
10 March,Chhattisgarh,,,,,,,,,,,,,,,,
11 March,Chhattisgarh,,,,,,,,,,,,,,,,
12 March,Chhattisgarh,,,,,,,,,,,,,,,,
13 March,Chhattisgarh,,,,,,,,,,,,,,,6500.0,1.0
14 March,Chhattisgarh,,,,,,,,,,,,,,,6500.0,1.0
15 March,Chhattisgarh,,,,,,,,,,,,,,,6500.0,1.0
16 March,Chhattisgarh,,,,,,,,,,,,,,,6500.0,1.0
17 March,Chhattisgarh,,,,,,,,,,,,,,,6500.0,1.0
18 March,Chhattisgarh,,,,,,,,,,,,,,,6562.5,1.0
19 March,Chhattisgarh,1,,,,,1,,1.0,,,,,,,4725.0,1.0
20 March,Chhattisgarh,1,,,,,,,1.0,,,,,,,2968.0,
21 March,Chhattisgarh,1,,,,,,,1.0,,,,,,,2602.75,
22 March,Chhattisgarh,1,,,,,,,1.0,,,,,,,2325.4,
23 March,Chhattisgarh,1,,,,,,,1.0,,,,,,,2367.8333333333335,
24 March,Chhattisgarh,1,,,,,,,1.0,,,,,,,2313.4285714285716,
25 March,Chhattisgarh,3,,,,,2,,1.5,,,,,,,1717.0,
26 March,Chhattisgarh,6,,,,,3,,2.5,,,,,,,1930.4285714285713,1.0
27 March,Chhattisgarh,6,,,,,,,2.5,,,,,,,2047.3333333333333,1.0
28 March,Chhattisgarh,7,,,,,1,,2.0,,,,,,,2155.4,1.0
29 March,Chhattisgarh,7,,,,,,,2.0,,,,,,,2390.25,1.0
30 March,Chhattisgarh,8,,,,,1,,1.75,,,,,,,4433.75,1.0
31 March,Chhattisgarh,9,,2,,,1,,1.6,,,,,,,5023.5,1.0
01 April,Chhattisgarh,9,,2,,,,,1.5,,,,,,,7965.0,1.0
02 April,Chhattisgarh,9,0.7305194805194806,3,,,,,1.0,,1232,1232,41.853184261259536,,,1232.0,1.0
03 April,Chhattisgarh,9,0.7305194805194806,3,,,,,1.0,,,1232,41.853184261259536,,,1232.0,1.0
04 April,Chhattisgarh,10,0.8116883116883117,3,,,1,,1.0,,,1232,41.853184261259536,,,1232.0,1.0
05 April,Chhattisgarh,10,0.8116883116883117,8,,,,,1.0,,,1232,41.853184261259536,,,1232.0,1.0
06 April,Chhattisgarh,10,0.8116883116883117,8,,,,,1.0,,,1232,41.853184261259536,,,1232.0,1.0
07 April,Chhattisgarh,10,0.8116883116883117,9,,,,,1.0,,,1232,41.853184261259536,,,1232.0,1.0
08 April,Chhattisgarh,10,0.8116883116883117,9,,,,,1.0,,,1232,41.853184261259536,,,1232.0,1.0
09 April,Chhattisgarh,18,1.4610389610389611,9,,,8,,4.5,,,1232,41.853184261259536,,,80.0,1.0
10 April,Chhattisgarh,18,0.5182839044054132,9,,,,,4.5,,2241,3473,117.98385465856686,,,2241.0,1.0
11 April,Chhattisgarh,25,0.6480041472265422,9,,,7,1.8181818181818181,7.5,1.8181818181818181,385,3858,131.06297474021045,,,1313.0,1.0
12 April,Chhattisgarh,31,0.7858048162230672,10,,,6,6.896551724137931,7.0,2.7542372881355934,87,3945,134.0185161612572,,,904.3333333333334,1.0
13 April,Chhattisgarh,31,0.7082476582133882,10,,,,,7.0,2.7542372881355934,432,4377,148.69430804507547,,,786.25,1.0
14 April,Chhattisgarh,33,0.685785536159601,13,,,2,0.45977011494252873,5.75,1.6538037486218302,435,4812,163.47201515030915,,,716.0,1.0
15 April,Chhattisgarh,33,0.6442795782897306,17,,,,,5.75,1.6538037486218302,310,5122,174.00325469656764,,,648.3333333333334,1.0
16 April,Chhattisgarh,36,0.6522920818988948,23,,,3,0.7556675062972292,4.5,1.3803680981595092,397,5519,187.49003566387287,,,612.4285714285714,1.0
17 April,Chhattisgarh,36,0.6232686980609419,24,,,,,4.5,1.3803680981595092,257,5776,196.22077296512586,,,329.0,1.0
18 April,Chhattisgarh,36,0.6232686980609419,25,,,,,3.6666666666666665,1.1969532100108813,,5776,196.22077296512586,,,319.6666666666667,1.0
19 April,Chhattisgarh,36,0.5393258426966292,25,,,,,2.5,0.6009615384615384,899,6675,226.76136764927548,,,455.0,1.0
20 April,Chhattisgarh,36,0.4736218918563347,25,,,,,2.5,0.6009615384615384,926,7601,258.21919932616373,,,537.3333333333334,1.0
21 April,Chhattisgarh,36,0.43520309477756286,25,,,,,3.0,0.7556675062972292,671,8272,281.0142371827426,,,576.6666666666666,1.0
22 April,Chhattisgarh,36,0.39045553145336226,28,,,,,3.0,0.7556675062972292,948,9220,313.21944715001047,,,683.0,1.5
23 April,Chhattisgarh,36,0.34796056446936013,30,,,,,,,1126,10346,351.47162692125903,,,804.5,1.0
24 April,Chhattisgarh,36,0.3161777621640611,30,,,,,,,1040,11386,386.8022370119327,,,935.0,1.0
25 April,Chhattisgarh,37,0.2937440457288028,32,,,1,0.08264462809917356,1.0,0.08264462809917356,1210,12596,427.90804298281256,,,974.2857142857143,1.0
26 April,Chhattisgarh,37,0.2683882199332656,32,,,,,1.0,0.08264462809917356,1190,13786,468.33441414425647,,,1015.8571428571429,1.0
27 April,Chhattisgarh,37,0.24688062987922865,32,,,,,1.0,0.08264462809917356,1201,14987,509.13447445089014,,,1055.142857142857,1.0
28 April,Chhattisgarh,38,0.24146914913897186,34,,,1,0.13333333333333333,1.0,0.10204081632653061,750,15737,534.6132798047413,,,1066.4285714285713,1.0
29 April,Chhattisgarh,38,0.22966275837060315,34,,,,,1.0,0.10204081632653061,809,16546,562.0964178464287,,,1046.5714285714287,1.0
30 April,Chhattisgarh,40,0.22803717005871957,36,,,2,0.20100502512562815,1.3333333333333333,0.1353637901861252,995,17541,595.8982996158713,,,1027.857142857143,1.0
01 May,Chhattisgarh,43,0.23837241532235712,36,,,3,0.6024096385542169,1.75,0.20272227048942948,498,18039,612.8162263708285,,,950.4285714285714,1.0
02 May,Chhattisgarh,43,0.23837241532235712,36,,,,,2.0,0.26749888542131073,,18039,612.8162263708285,,,907.1666666666666,1.0
03 May,Chhattisgarh,57,0.28640337654507086,36,,,14,0.7514761137949544,5.0,0.4870920603994155,1863,19902,676.1055788697948,,,1019.3333333333334,1.0
04 May,Chhattisgarh,58,0.29142799718621243,36,,,1,,4.2,0.4870920603994155,,19902,676.1055788697948,,,983.0,1.0
05 May,Chhattisgarh,59,0.2766965248792384,36,,,1,0.07037297677691766,4.2,0.4186728072011723,1421,21323,724.3794220802249,,,1117.2,1.0
06 May,Chhattisgarh,59,0.2659095006309717,36,,,,,4.2,0.4186728072011723,865,22188,753.7649775883332,,,1128.4,1.0
07 May,Chhattisgarh,59,0.2659095006309717,36,,,,,4.75,0.47593865679534636,,22188,753.7649775883332,,,1161.75,1.0
08 May,Chhattisgarh,59,0.2496931736425579,38,,,,,5.333333333333333,0.45676004872107184,1441,23629,802.7182556081993,,,1397.5,1.0
09 May,Chhattisgarh,59,0.2407573655431323,43,,,,,5.333333333333333,0.45676004872107184,877,24506,832.5114720019693,,,1293.4,1.0
10 May,Chhattisgarh,59,0.23336761332173087,49,,,,,1.0,0.07037297677691766,776,25282,858.8735426080873,,,1076.0,1.0
11 May,Chhattisgarh,59,0.23336761332173087,53,,,,,1.0,0.07037297677691766,,25282,858.8735426080873,,,1076.0,1.0
12 May,Chhattisgarh,59,0.21580891766341123,54,,,,,,,2057,27339,928.7534127585831,,,1203.2,1.0
13 May,Chhattisgarh,59,0.2045982591809134,55,,,,,,,1498,28837,979.6430799853418,,,1329.8,1.0
14 May,Chhattisgarh,60,0.2020406101626427,56,,,1,0.11627906976744186,1.0,0.11627906976744186,860,29697,1008.8587767910913,,,1251.5,1.0
15 May,Chhattisgarh,66,0.2105867713219106,56,,,6,0.36496350364963503,3.5,0.2795527156549521,1644,31341,1064.708318126733,,,1285.3333333333333,1.0
16 May,Chhattisgarh,67,0.20503090764428666,58,,,1,0.07479431563201197,2.6666666666666665,0.20827909398594116,1337,32678,1110.1285351375318,,,1362.0,1.0
17 May,Chhattisgarh,85,0.2601138380561846,59,,,18,,6.5,0.20827909398594116,,32678,1110.1285351375318,,,1479.2,2.0
18 May,Chhattisgarh,95,0.25952029721903513,59,,,10,0.2545824847250509,7.2,0.2316900501995109,3928,36606,1243.5695317107682,,,1887.3333333333333,2.0
19 May,Chhattisgarh,100,0.2563445270443476,59,,,5,0.2079866888519135,6.833333333333333,0.22608866607687014,2404,39010,1325.2375958049793,,,1945.1666666666667,1.0
20 May,Chhattisgarh,114,0.29223276083055627,59,,,14,,7.857142857142857,0.22608866607687014,,39010,1325.2375958049793,,,2034.6,1.0
21 May,Chhattisgarh,128,0.2811827248363429,59,,,14,0.214987714987715,9.714285714285714,0.22748815165876776,6512,45522,1546.461569757351,,,3165.0,1.0
22 May,Chhattisgarh,172,0.35746944883198933,62,,,44,1.6962220508866614,15.142857142857142,0.44113263785394935,2594,48116,1634.5842645412044,,,3355.0,1.0
23 May,Chhattisgarh,214,0.4300383819303499,64,,,42,2.5500910746812386,21.0,0.6731050629206906,1647,49763,1690.5357210982615,,,3417.0,1.0
24 May,Chhattisgarh,252,0.5064003376002251,64,,,38,,23.857142857142858,0.6731050629206906,,49763,1690.5357210982615,,,3417.0,1.0
25 May,Chhattisgarh,292,0.5306968121842173,67,,,40,0.7606008746910059,28.142857142857142,0.7873588184187663,5259,55022,1869.193104239466,,,3683.2,1.0
26 May,Chhattisgarh,360,0.6263156979070618,79,,,68,2.7676027676027677,37.142857142857146,1.1262114895229844,2457,57479,1952.6616705786823,,,3693.8,1.0
27 May,Chhattisgarh,364,0.6136210384356036,83,,,4,0.21727322107550245,35.714285714285715,1.0438207779419006,1841,59320,2015.2036447872692,,,3385.0,1.0
28 May,Chhattisgarh,398,0.6443152935843681,83,,,34,1.38718890248878,38.57142857142857,1.4277801710874516,2451,61771,2098.4683806836547,,,2708.1666666666665,1.0
29 May,Chhattisgarh,415,0.6485185648206025,100,1,1,17,0.765420981539847,34.714285714285715,1.291257243638196,2221,63992,2173.919616271526,,,2646.0,1.0
30 May,Chhattisgarh,447,0.6730204616287998,102,1,,32,1.3195876288659794,33.285714285714285,1.1708898763059925,2425,66417,2256.3010869156446,,,2775.6666666666665,1.0
31 May,Chhattisgarh,498,0.7201527070800555,114,1,,51,1.8647166361974405,35.142857142857146,1.2687606374748568,2735,69152,2349.213797106022,,,2769.8571428571427,1.0
01 June,Chhattisgarh,547,0.7734072335491898,121,1,,49,3.1130876747141043,36.42857142857143,1.6237901171676006,1574,70726,2402.685316608638,,,2243.4285714285716,1.0
02 June,Chhattisgarh,562,0.7677805404519249,130,2,1,15,0.6067961165048543,28.857142857142858,1.2850690247471213,2472,73198,2486.6634590549315,,,2245.5714285714284,1.0
03 June,Chhattisgarh,626,0.8188786856081417,170,2,,64,1.9704433497536946,37.42857142857143,1.529837673712484,3248,76446,2597.003672107343,,,2446.5714285714284,1.0
04 June,Chhattisgarh,773,0.9788403337934178,206,2,,147,5.821782178217822,53.57142857142857,2.1802325581395348,2525,78971,2682.7823167986417,,,2457.1428571428573,1.0
05 June,Chhattisgarh,863,1.0553605713377276,231,2,,90,3.2119914346895073,64.0,2.5195433327709353,2802,81773,2777.97113360063,,,2540.1428571428573,1.0
06 June,Chhattisgarh,923,1.0814800927987251,259,4,2,60,1.6792611251049538,68.0,2.5146600454329335,3573,85346,2899.3521623063766,,,2704.1428571428573,1.5
07 June,Chhattisgarh,1073,1.207028437724982,266,4,,150,4.225352112676056,82.14285714285714,2.9122771474878446,3550,88896,3019.951840981272,,,2820.5714285714284,1.5
08 June,Chhattisgarh,1197,1.2926845072247781,335,4,,124,3.349540788762831,92.85714285714286,2.9718361375274323,3702,92598,3145.715224207882,,,3124.5714285714284,1.5
09 June,Chhattisgarh,1211,1.30132496588186,347,5,1,14,3.036876355748373,92.71428571428571,3.2677105885907056,461,93059,3161.376196565382,,,2837.285714285714,1.5
10 June,Chhattisgarh,1262,1.334376586026053,351,6,1,51,3.3618984838497035,90.85714285714286,3.5079977937120796,1517,94576,3212.9113268611054,,,2590.0,1.3333333333333333
11 June,Chhattisgarh,1398,1.452769406629949,421,6,,136,8.222490931076178,89.28571428571429,3.6212990323888987,1654,96230,3269.100585601465,,,2465.5714285714284,1.3333333333333333
12 June,Chhattisgarh,1445,1.4654726529618773,544,6,,47,1.9806152549515381,83.14285714285714,3.4581105169340463,2373,98603,3349.71552574105,,,2404.285714285714,1.3333333333333333
13 June,Chhattisgarh,1550,1.5262815841818147,631,6,,105,3.558115892917655,89.57142857142857,3.8684600197433365,2951,101554,3449.9661318733365,,,2315.4285714285716,1.0
14 June,Chhattisgarh,1671,1.6083545887675057,719,9,3,121,5.1687313114053826,85.42857142857143,3.986932462164144,2341,103895,3529.493976317824,,,2142.714285714286,1.6666666666666667
15 June,Chhattisgarh,1715,1.6002314037248535,843,9,,44,1.3426914861153494,74.0,3.5542747358309317,3277,107172,3640.8193698439177,,,2082.0,1.6666666666666667
16 June,Chhattisgarh,1784,1.6209045810543148,934,9,,69,2.387543252595156,81.85714285714286,3.369993530553432,2890,110062,3738.9976998074244,,,2429.0,2.0
17 June,Chhattisgarh,1864,1.6406573191448162,1099,9,,80,2.2528865108420164,86.0,3.1622629616010927,3551,113613,3859.6313502227918,,,2719.5714285714284,3.0
18 June,Chhattisgarh,1946,1.6728416817818428,1202,9,,82,3.0191458026509572,78.28571428571429,2.7265038061595104,2716,116329,3951.898597344205,,,2871.285714285714,3.0
19 June,Chhattisgarh,2018,1.6743692075371506,1305,10,1,72,1.7167381974248928,81.85714285714286,2.614051094890511,4194,120523,4094.3760768829407,,,3131.4285714285716,2.0
20 June,Chhattisgarh,2134,1.7212037134123226,1368,11,1,116,3.352601156069364,83.42857142857143,2.6037719024477237,3460,123983,4211.918298915374,,,3204.1428571428573,1.6666666666666667
21 June,Chhattisgarh,2255,1.7861952061847504,1421,11,,121,5.346884666372072,83.42857142857143,2.6128584850789673,2263,126246,4288.796347603061,,,3193.0,1.0
22 June,Chhattisgarh,2302,1.7744409585989471,1487,12,1,47,1.3486370157819225,83.85714285714286,2.6020656944013476,3485,129731,4407.187863147289,,,3222.714285714286,1.0
23 June,Chhattisgarh,2385,1.7831375744843105,1527,12,,83,2.063649925410244,85.85714285714286,2.536828331433878,4022,133753,4543.822203324876,,,3384.4285714285716,1.0
24 June,Chhattisgarh,2419,1.7605531295487626,1601,12,,34,0.9322731011790513,79.28571428571429,2.3332072140244673,3647,137400,4667.717140825535,,,3398.1428571428573,1.0
25 June,Chhattisgarh,2456,1.728481948061088,1729,12,,37,0.7889125799573561,72.85714285714286,1.9797368114591825,4690,142090,4827.0446036382855,,,3680.1428571428573,1.0
26 June,Chhattisgarh,2545,1.7572568840279503,1885,13,1,89,3.2505478451424397,75.28571428571429,2.16827813207159,2738,144828,4920.059229050078,,,3472.1428571428573,1.0
27 June,Chhattisgarh,2610,1.7072883551159779,1937,13,,65,0.8078548347004723,68.0,1.647571908206708,8046,152874,5193.395852886193,,,4127.285714285715,1.0
28 June,Chhattisgarh,2694,1.743395933370436,2062,13,,84,5.084745762711864,62.714285714285715,1.5523338048090523,1652,154526,5249.5171681456095,,,4040.0,1.0
29 June,Chhattisgarh,2795,1.7872443824894813,2150,13,,101,5.43010752688172,70.42857142857143,1.8495591821421873,1860,156386,5312.7046054231605,,,3807.8571428571427,1.0
30 June,Chhattisgarh,2858,1.7790227201991908,2250,13,,63,1.477485928705441,67.57142857142857,1.7585604342491727,4264,160650,5457.560106794922,,,3842.4285714285716,1.0
01 July,Chhattisgarh,2940,1.7963852329801664,2303,14,1,82,2.7224435590969454,74.42857142857143,1.9838549996192216,3012,163662,5559.882989095989,,,3751.714285714286,1.0
02 July,Chhattisgarh,3013,1.8079157066052227,2362,14,,73,2.438209752839011,79.57142857142857,2.2673613937963037,2994,166656,5661.594380068563,,,3509.4285714285716,1.0
03 July,Chhattisgarh,3065,1.72623539880825,2414,14,,52,0.47715177096714995,74.28571428571429,1.5889506814153884,10898,177554,6031.818407730256,,,4675.142857142857,1.0
04 July,Chhattisgarh,3161,1.758240535759976,2526,14,,96,4.308797127468582,78.71428571428571,2.047718150735841,2228,179782,6107.50744550143,,,3844.0,1.0
05 July,Chhattisgarh,3207,1.7559517291224074,2578,14,,46,1.6117729502452698,73.28571428571429,1.8249733191035218,2854,182636,6204.462792807952,,,4015.714285714286,1.0
06 July,Chhattisgarh,3305,1.7826417618218005,2644,14,,98,3.5468693449149473,72.85714285714286,1.7578326956881398,2763,185399,6298.326711731539,,,4144.714285714285,1.0
07 July,Chhattisgarh,3415,1.806515092203684,2728,14,,110,3.022808463863699,79.57142857142857,1.9620966605608003,3639,189038,6421.949875308425,,,4055.4285714285716,1.0
08 July,Chhattisgarh,3526,1.8370515478956746,2835,14,,111,3.8275862068965516,83.71428571428571,2.0724289149809025,2900,191938,6520.467922676649,,,4039.4285714285716,1.0
09 July,Chhattisgarh,3666,1.8689778230945704,2903,15,1,140,3.3238366571699904,93.28571428571429,2.2140096290771005,4212,196150,6663.556893543878,,,4213.428571428572,1.0
10 July,Chhattisgarh,3832,1.9159425217243482,3028,17,2,166,4.304979253112033,109.57142857142857,3.4161767325850705,3856,200006,6794.551924803145,,,3207.4285714285716,1.5
